Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,5865.591011198375,5810.753474367308,54.83753683106735
"Sheep, beef cattle, and grain farming",,9630.482842666717,9566.47639348269,64.00644918402703
Dairy cattle farming,AA131,14625.243681225025,14545.839034070024,79.40464715500082
"Poultry, deer, and other livestock farming",,1686.4452467721267,1671.29153987594,15.15370689618653
Forestry and logging,AA211,5865.201495251384,5837.153258185028,28.04823706635571
Fishing and aquaculture,,1451.1437026816147,1443.087716545135,8.05598613647983
"Agriculture, forestry, and fishing support services",,5362.168593683147,5307.609148852168,54.5594448309795
Coal mining,BB111,494.7948360294021,487.4984483656605,7.2963876637415845
Oil and gas extraction,BB112,2975.2565397453927,2950.4036707031405,24.85286904225244
Metal ore and non-metallic mineral mining and quarrying,BB113,1810.9905680292068,1773.2004768292475,37.7900911999593
Exploration and other mining support services,BB114,546.2507344798876,534.4066256634574,11.844108816430174
Meat and meat product manufacturing,CC111,13122.800609269472,12904.38470269918,218.41590657029155
Seafood processing,CC121,1697.4167766137036,1674.7714171655932,22.645359448110344
Dairy product manufacturing,CC131,24943.432234856882,24754.436642051678,188.99559280520194
"Fruit, oil, cereal, and other food product manufacturing",,7824.742528301136,7631.872237693994,192.87029060714195
Beverage and tobacco product manufacturing,CC151,5037.7233904767445,4955.962887524371,81.76050295237424
Textile and leather manufacturing,CC211,1435.9096764837916,1424.7366571635173,11.17301932027434
"Clothing, knitted products, and footwear manufacturing",,354.1664367825826,351.39166889334524,2.774767889237346
Wood product manufacturing,CC311,5793.184537644188,5671.01947839934,122.16505924484763
"Pulp, paper, and converted paper product manufacturing",,3200.0346375973604,3153.6448030159186,46.38983458144189
Printing,CC411,1490.8929748565222,1460.4046783908595,30.48829646566261
Petroleum and coal product manufacturing,CC511,2860.8728371749057,2851.486348693759,9.386488481146769
Basic chemical and basic polymer manufacturing,CC521,1530.274861813226,1518.941202069792,11.333659743433632
Fertiliser and pesticide manufacturing,CC522,1313.8714105354852,1303.9981774676023,9.873233067882934
"Pharmaceutical, cleaning, and other chemical manufacturing",,1601.109038254474,1577.8362585773066,23.27277967716724
Polymer product and rubber product manufacturing,CC531,3318.416615325536,3269.0660972433698,49.3505180821663
Non-metallic mineral product manufacturing,CC611,3138.105327162549,3110.4924216026548,27.612905559894475
Primary metal and metal product manufacturing,CC711,2689.47446403552,2594.049183590817,95.42528044470336
Fabricated metal product manufacturing,CC721,6346.336573035555,5613.117389109182,733.2191839263733
Transport equipment manufacturing,CC811,2365.2105898181585,2349.09338505698,16.117204761178623
Electronic and electrical equipment manufacturing,CC821,4292.2050780278005,4265.831446916872,26.373631110929185
Machinery manufacturing,CC822,3666.8643462166224,3617.050983901006,49.81336231561633
Furniture manufacturing,CC911,1250.345064540436,1231.6087352468626,18.736329293573448
Other manufacturing,CC912,704.4865166845406,698.049706656816,6.436810027724476
Electricity generation and on-selling,DD111,13931.659431651035,13898.799063911078,32.86036773995632
Electricity transmission and distribution,DD112,5599.134547203223,5586.016678525827,13.117868677395576
Gas and water supply,,3430.518859910221,3417.5678221744092,12.951037735812168
Sewerage and drainage services,DD122,850.4659114387338,846.30905284149,4.156858597243813
"Waste collection, treatment, and disposal services",,2602.2710810973317,2586.032421151568,16.23865994576341
Residential building construction,EE112,20629.39911918761,20389.004505662557,240.39461352505066
Non-residential building construction,EE113,9178.984363554486,9035.222572730072,143.76179082441482
Heavy and civil engineering construction,EE121,14677.449917276812,14517.470772287092,159.97914498972054
Construction services,EE131,28350.08056876458,28066.783697401337,283.29687136324145
Basic material wholesaling,FF111,7508.268199710489,7458.108203366844,50.159996343645076
Machinery and equipment wholesaling,FF112,8264.548142789843,8226.612513676431,37.93562911341236
"Motor vehicle wholesaling, including parts",,2085.2326117925213,2075.608028097133,9.624583695388713
"Grocery, liquor, and tobacco product wholesaling",,7588.825598025307,7550.547154731982,38.278443293325175
Other goods and commission based wholesaling,,7995.574615810914,7958.032633478705,37.54198233220955
"Motor vehicle retailing, including parts",,3094.499869869582,3074.9273369760344,19.57253289354764
Fuel retailing,GH112,850.301143543785,843.4371952898643,6.863948253920615
Supermarket and grocery stores,GH121,5667.220870365167,5621.021344714151,46.199525651015016
Specialised food retailing,GH122,1209.4905899183643,1199.8373235584904,9.653266359874006
"Furniture, electrical, and hardware retailing",,5693.205026701771,5658.625178866395,34.57984783537655
"Recreational, clothing, footwear, and personal accessory retailing",,3572.1230189437497,3543.9369073905164,28.186111553233484
Department stores,GH133,2407.7548335139845,2393.24547969651,14.509353817474752
Pharmaceutical and other store based retailing,GH134,3258.7123046634715,3233.8899862019007,24.82231846157103
Non-store and commission based retailing,GH135,981.160571163528,976.5355065625257,4.625064601002327
Accommodation,GH211,4537.893159699569,4498.011913690691,39.881246008878364
Food and beverage services,GH212,11296.289860116993,11163.700520764414,132.58933935258
Road transport,II111,9359.871925841971,9324.561472463502,35.31045337847048
