Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,5865.591011198375,5858.562163307619,7.028847890756092
"Sheep, beef cattle, and grain farming",,9630.482842666717,9621.54495056726,8.937892099455848
Dairy cattle farming,AA131,14625.243681225025,14615.957933346863,9.285747878161537
"Poultry, deer, and other livestock farming",,1686.4452467721267,1684.1817309903263,2.2635157818003506
Forestry and logging,AA211,5865.201495251384,5861.584450490246,3.617044761137508
Fishing and aquaculture,,1451.1437026816147,1450.3830430255625,0.7606596560523041
"Agriculture, forestry, and fishing support services",,5362.168593683147,5355.333211385406,6.835382297741052
Coal mining,BB111,494.7948360294021,493.0794602193914,1.7153758100106926
Oil and gas extraction,BB112,2975.2565397453927,2972.0008051046475,3.255734640745231
Metal ore and non-metallic mineral mining and quarrying,BB113,1810.9905680292068,1806.9201159228096,4.070452106397149
Exploration and other mining support services,BB114,546.2507344798876,544.981173312877,1.2695611670105693
Meat and meat product manufacturing,CC111,13122.800609269472,13096.10719431001,26.693414959461986
Seafood processing,CC121,1697.4167766137036,1695.905466418302,1.5113101954015087
Dairy product manufacturing,CC131,24943.432234856882,24918.350592283958,25.081642572922753
"Fruit, oil, cereal, and other food product manufacturing",,7824.742528301136,7799.409646554423,25.332881746713404
Beverage and tobacco product manufacturing,CC151,5037.7233904767445,5026.636582598813,11.086807877931287
Textile and leather manufacturing,CC211,1435.9096764837916,1434.4245700680817,1.4851064157099028
"Clothing, knitted products, and footwear manufacturing",,354.1664367825826,353.8398337184162,0.32660306416637264
Wood product manufacturing,CC311,5793.184537644188,5777.907456614116,15.277081030071471
"Pulp, paper, and converted paper product manufacturing",,3200.0346375973604,3192.1163220983367,7.918315499023833
Printing,CC411,1490.8929748565222,1486.8627791618637,4.03019569465857
Petroleum and coal product manufacturing,CC511,2860.8728371749057,2859.6283962488046,1.2444409261011127
Basic chemical and basic polymer manufacturing,CC521,1530.274861813226,1528.736153988815,1.5387078244108907
Fertiliser and pesticide manufacturing,CC522,1313.8714105354852,1312.3952226295723,1.4761879059128693
"Pharmaceutical, cleaning, and other chemical manufacturing",,1601.109038254474,1598.0049928875276,3.104045366946243
Polymer product and rubber product manufacturing,CC531,3318.416615325536,3311.329315915334,7.087299410201758
Non-metallic mineral product manufacturing,CC611,3138.105327162549,3134.4199529592715,3.68537420327769
Primary metal and metal product manufacturing,CC711,2689.47446403552,2678.8114543614174,10.663009674102693
Fabricated metal product manufacturing,CC721,6346.336573035555,6244.562927137513,101.77364589804229
Transport equipment manufacturing,CC811,2365.2105898181585,2363.13305508285,2.077534735308287
Electronic and electrical equipment manufacturing,CC821,4292.2050780278005,4288.727178063486,3.477899964315129
Machinery manufacturing,CC822,3666.8643462166224,3660.3692296299814,6.4951165866412905
Furniture manufacturing,CC911,1250.345064540436,1247.8700875556935,2.4749769847423555
Other manufacturing,CC912,704.4865166845406,703.5899567798411,0.8965599046993872
Electricity generation and on-selling,DD111,13931.659431651035,13927.035947145416,4.623484505618371
Electricity transmission and distribution,DD112,5599.134547203223,5597.487898201413,1.646649001809519
Gas and water supply,,3430.518859910221,3428.775789841878,1.7430700683433837
Sewerage and drainage services,DD122,850.4659114387338,849.9032719667288,0.5626394720050268
"Waste collection, treatment, and disposal services",,2602.2710810973317,2599.9837021357494,2.287378961582042
Residential building construction,EE112,20629.39911918761,20596.88678440744,32.51233478016527
Non-residential building construction,EE113,9178.984363554486,9159.4911576556,19.49320589888564
Heavy and civil engineering construction,EE121,14677.449917276812,14656.077308101125,21.372609175687764
Construction services,EE131,28350.08056876458,28311.399812010102,38.6807567544781
Basic material wholesaling,FF111,7508.268199710489,7501.653586429602,6.614613280886446
Machinery and equipment wholesaling,FF112,8264.548142789843,8259.472030623778,5.076112166065158
"Motor vehicle wholesaling, including parts",,2085.2326117925213,2083.888150458614,1.3444613339076998
"Grocery, liquor, and tobacco product wholesaling",,7588.825598025307,7583.975088654654,4.85050937065313
Other goods and commission based wholesaling,,7995.574615810914,7990.5575817071085,5.0170341038061315
"Motor vehicle retailing, including parts",,3094.499869869582,3091.8089847255833,2.6908851439988686
Fuel retailing,GH112,850.301143543785,849.4037238128908,0.897419730894154
Supermarket and grocery stores,GH121,5667.220870365167,5661.156554613006,6.064315752160573
Specialised food retailing,GH122,1209.4905899183643,1208.1769457224684,1.3136441958959522
"Furniture, electrical, and hardware retailing",,5693.205026701771,5688.603186011394,4.601840690377007
"Recreational, clothing, footwear, and personal accessory retailing",,3572.1230189437497,3568.4285909394566,3.6944280042930946
Department stores,GH133,2407.7548335139845,2405.7911193450022,1.963714168982292
Pharmaceutical and other store based retailing,GH134,3258.7123046634715,3255.321045947959,3.3912587155123237
Non-store and commission based retailing,GH135,981.160571163528,980.5510880820999,0.6094830814280947
Accommodation,GH211,4537.893159699569,4533.208776882327,4.684382817242524
Food and beverage services,GH212,11296.289860116993,11278.771124065473,17.5187360515192
Road transport,II111,9359.871925841971,9355.13668174219,4.735244099782898
Rail transport,II121,540.6732683081793,540.261161511491,0.4121067966883757
Water transport,II122,739.7449860556442,739.4235597463577,0.3214263092865667
Air and space transport,II123,5735.100295119452,5732.52088149917,2.5794136202817115
Other transport,II125,928.5321574398157,928.1485347348565,0.38362270495918205
Postal and courier services,,2651.1982208446657,2649.860632169912,1.3375886747535672
Transport support services,II132,8243.027843222966,8241.058819512715,1.9690237102517312
Warehousing and storage services,II133,1417.156660283312,1416.5421043326426,0.6145559506694792
Publishing (except internet and music publishing),JJ111,1409.0392001672049,1407.9154372091778,1.123762958027106
Motion picture and sound recording activities,JJ112,2201.659107800419,2200.4953569938166,1.1637508066025883
Broadcasting and internet publishing,JJ113,1644.8117985544845,1643.7058136614949,1.10598489298976
Telecommunications services,JJ121,7779.296029055556,7776.826220121032,2.469808934524044
"Internet service providers, web search portals and data processing services",JJ122,1642.9198592850664,1642.1085565559408,0.811302729125665
Library and other information services,JJ123,441.91398145327753,441.46931830150646,0.4446631517710966
Banking and financing; financial asset investing,,17316.300400980377,17309.32681916548,6.973581814899589
Life insurance,KK121,1855.161371577605,1854.4345299357485,0.7268416418565857
Health and general insurance,KK122,6953.799862370223,6951.477205672471,2.322656697751713
Superannuation and individual pension services,,390.6150126849318,390.40616769183777,0.2088449930940473
Auxiliary finance and insurance services,KK131,7517.303443081259,7513.698047520294,3.605395560964507
Rental and hiring services (except real estate),LL111,5674.731389069222,5671.969498422287,2.761890646935335
Non-financial asset leasing,LL112,1330.996830273044,1330.361448213606,0.6353820594379601
Residential property operation,LL121,15627.200324904052,15621.693610279655,5.506714624396017
Non-residential property operation,LL122,16599.39014558746,16591.495615483556,7.89453010389966
Real estate services,LL123,5915.4855599191205,5912.877560709315,2.607999209805084
Owner-occupied property operation,,36859.79308623835,36852.749406604176,7.043679634173731
"Scientific, architectural, and engineering services",,14825.54936094663,14816.236143794411,9.313217152219348
Legal and accounting services,MN112,8897.875241021025,8892.847033855865,5.028207165159178
"Advertising, market research, and management services",,12204.510130244988,12194.018115974712,10.492014270275567
Veterinary and other professional services,MN114,1364.3277233589538,1363.3041128231473,1.0236105358064513
Computer system design and related services,MN115,12779.21291760452,12773.203078079383,6.009839525136867
Travel agency and tour arrangement services,MN211,1495.0088659395226,1494.1936554810648,0.8152104584576693
Employment and other administrative services,MN212,8027.111826146348,8017.542742014808,9.569084131540029
"Building cleaning, pest control, and other support services",,4574.225541241587,4569.2600991735,4.965442068087513
Local government administration services,,2985.7457483619146,2982.566721431852,3.179026930062632
Central government administration services,,11508.040399850845,11497.84313473207,10.197265118775448
Defence,OO212,2495.848815324654,2493.611102287403,2.2377130372509884
"Public order, safety, and regulatory services",,9128.642058697875,9121.38113034713,7.260928350743592
Preschool education,PP111,2141.1371237873086,2138.0874272722954,3.0496965150133564
School education,PP112,10123.229545541244,10112.7789377295,10.450607811743325
Tertiary education,PP113,7986.2277777491445,7980.8441705603545,5.383607188789865
"Adult, community, and other education",,2080.381188668415,2078.241649109997,2.1395395584177126
Hospitals,QQ111,14321.436233123395,14310.764875167244,10.671357956152033
Medical and other health care services,QQ112,12747.391709558342,12735.680927614381,11.710781943960328
Residential care services and social assistance,QQ113,7609.077747744575,7598.948416423593,10.12933132098259
Heritage and artistic activities,RS111,1948.1724099604965,1946.7002505583357,1.472159402160655
Sport and recreation services,,3871.464742437629,3867.274770683646,4.189971753983163
Gambling activities,RS113,2240.770909548943,2239.8318743340906,0.9390352148523106
Repair and maintenance,RS211,5121.897803333234,5115.008345669659,6.889457663574576
Personal services; domestic household staff,,3706.6053344975703,3704.0971332349036,2.5082012626665637
"Religious services; civil, professional, and other interest groups",,3302.618830165394,3298.8224524064135,3.796377758980286
